NPC类型ID	NPC模型路径	模型缩放比例	脚底选择框	物体缩放比例	特效缩放比例	NPC等级	NPC行为类型	NPC分类	NPC名字	名字颜色	名字显示	NPC称号	称号颜色	Title显示	NPC阵营	备注	备注显示	待机对话	NPC对话半身像	NPC目标小头像	Npc功能标志位	Npc功能类型	门派	职业	地图	采集类型	限制条件1	限制条件2	永久定点刷新	出生脚本	背景图	NPC_FLAGS	包围框高度	死亡脚本	动态障碍	坐骑id	目标头像框样式	走路动作频率修正	出生自带特效技能	死亡播放音效	被击播放音效	进入区域喊话ID	点击喊话ID	
31501000	"Data\role\mon-boss\robber-02\actor.kfm"	1.250000	""	1.000000	1.000000	50	0	2	"守护天神"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5002	207043	0	0	0	0	
31501001	"Data\npc\mon-human\2xuanyuan\jiangjun\actor.kfm"	1.500000	""	1.000000	1.000000	48	0	2	"残像天神"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5002	207024	0	0	0	0	
31501002	"Data\npc\mon-human\2xuanyuan\jiangjun\actor.kfm"	1.500000	""	1.000000	1.000000	51	0	2	"坚韧使者"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5002	207024	0	0	0	0	
31501003	"Data\npc\mon-human\3jiuli\kulou03\actor.kfm"	1.250000	""	1.000000	1.000000	50	0	2	"不语神使"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5003	207051	0	0	0	0	
31501004	"Data\npc\mon-human\1kunlun\hulijing01\actor02.kfm"	1.250000	""	1.000000	1.000000	48	0	2	"星离仙姬"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	31600110	
31501005	"Data\npc\mon-human\1kunlun\hulijing02\actor02.kfm"	1.250000	""	1.000000	1.000000	55	0	2	"万华神琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	31600113	
31501006	"Data\npc\mon-human\1kunlun\hulijing01\actor02.kfm"	1.250000	""	1.000000	1.000000	46	0	2	"凋零魔琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	31600114	
31501007	"Data\npc\mon-human\1kunlun\hulijing02\actor01.kfm"	1.250000	""	1.000000	1.000000	47	0	2	"失心魔琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	31600116	
31501008	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	54	0	2	"飘雪寒剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	31600118	
31501009	"Data\npc\mon-human\3jiuli\chimei02\actor03.kfm"	1.250000	""	1.000000	1.000000	49	0	2	"三昧剑宗"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	31600119	
31501010	"Data\npc\mon-human\2xuanyuan\huoyuansu02\actor03.kfm"	1.250000	""	1.000000	1.000000	52	0	2	"冰霜剑宗"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	31600120	
31501011	"Data\npc\mon-human\1kunlun\tianjiang\actor.kfm"	1.250000	""	1.000000	1.000000	49	0	2	"冰封寒剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	0	0	31600122	
31501012	"Data\npc\mon-human\2xuanyuan\shibing\actor.kfm"	1.250000	""	1.000000	1.000000	52	0	2	"雷霆武尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	31600123	
31501013	"Data\npc\mon-human\3jiuli\langren02\actor03.kfm"	1.250000	""	1.000000	1.000000	57	0	2	"蛮力勇者"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5004	207051	0	0	0	0	
31501014	"Data\npc\mon-human\2xuanyuan\jiangjun\actor.kfm"	1.250000	""	1.000000	1.000000	56	0	2	"灵气武士"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5004	207024	0	0	0	0	
31501015	"Data\role\mon-boss\robber-02\actor.kfm"	1.250000	""	1.000000	1.000000	53	0	2	"守护天神"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5002	207043	0	0	0	0	
31501016	"Data\npc\mon-human\2xuanyuan\jiangjun\actor.kfm"	1.500000	""	1.000000	1.000000	54	0	2	"残像天神"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5002	207024	0	0	0	0	
31501017	"Data\npc\mon-human\2xuanyuan\taoyong04\actor.kfm"	1.250000	""	1.000000	1.000000	55	0	2	"冰霜使者"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5001	207051	0	0	0	0	
31501018	"Data\npc\mon-human\2xuanyuan\taoyong04\actor.kfm"	1.250000	""	1.000000	1.000000	51	0	2	"冰霜使者"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5001	207051	0	0	0	0	
31501019	"Data\role\mon-boss\special-05\actor.kfm"	1.250000	""	1.000000	1.000000	51	0	2	"天籁仙姬"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	31600111	
31501020	"Data\role\mon-boss\special-12\actor.kfm"	1.250000	""	1.000000	1.000000	52	0	2	"庇护神琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	31600112	
31501021	"Data\role\mon-boss\special-12\actor.kfm"	1.250000	""	1.000000	1.000000	57	0	2	"庇护神琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	31600112	
31501022	"Data\role\mon-boss\special-25\actor.kfm"	1.250000	""	1.000000	1.000000	60	0	2	"烈焰火剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600117	
31501023	"Data\npc\mon-human\3jiuli\chimei02\actor03.kfm"	1.250000	""	1.000000	1.000000	53	0	2	"三昧剑宗"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	31600119	
31501024	"Data\npc\mon-human\2xuanyuan\huoyuansu01\actor02.kfm"	1.250000	""	1.000000	1.000000	58	0	2	"阳炎火剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	31600121	
31501025	"Data\npc\mon-human\2xuanyuan\shibing\actor.kfm"	1.250000	""	1.000000	1.000000	54	0	2	"雷霆武尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	31600123	
31501026	"Data\role\mon-boss\general-04\actor.kfm"	1.250000	""	1.000000	1.000000	53	0	2	"刺武尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	31600125	
31501027	"Data\role\mon-boss\knight-01\actor.kfm"	1.250000	""	1.000000	1.000000	59	0	2	"劈杀武尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	31600128	
31501028	"Data\role\mon-boss\robber-02\actor.kfm"	1.500000	""	1.000000	1.000000	56	0	2	"真武战士"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600200	
31501029	"Data\role\mon-boss\robber-02\actor.kfm"	1.500000	""	1.000000	1.000000	57	0	2	"真武战士"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600200	
31501030	"Data\player\2xuanyuan\female\Actor\Actor.kfm"	1.300000	""	1.000000	1.000000	51	0	2	"屠龙武士"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	31600201	
31501031	"Data\player\2xuanyuan\male\Actor\Actor.kfm"	1.300000	""	1.000000	1.000000	62	0	2	"屠龙武士"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207022	0	0	0	31600201	
31501032	"Data\npc\mon-human\2xuanyuan\taoyong03\actor.kfm"	1.500000	""	1.000000	1.000000	53	0	2	"荆棘勇者"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	31600202	
31501033	"Data\player\2xuanyuan\male\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	59	0	2	"怒吼天尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207022	0	0	0	31600203	
31501034	"Data\player\2xuanyuan\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	53	0	2	"怒吼天尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	31600203	
31501035	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	52	0	2	"寒阴剑宗"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	31600204	
31501036	"Data\player\1kunlun\male\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	55	0	2	"寒阴剑宗"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	31600204	
31501037	"Data\npc\mon-human\3jiuli\youling03\actor.kfm"	1.500000	""	1.000000	1.000000	58	0	2	"赤阳剑宗"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	31600205	
31501038	"Data\npc\mon-human\3jiuli\youling03\actor.kfm"	1.500000	""	1.000000	1.000000	61	0	2	"赤阳剑宗"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	31600205	
31501039	"Data\npc\mon-human\2xuanyuan\huoyuansu02\actor01.kfm"	1.500000	""	1.000000	1.000000	60	0	2	"毁灭魔剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	31600206	
31501040	"Data\role\mon-boss\special-26\actor.kfm"	1.500000	""	1.000000	1.000000	54	0	2	"破阵神剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	31600207	
31501041	"Data\role\mon-boss\special-26\actor.kfm"	1.500000	""	1.000000	1.000000	63	0	2	"破阵神剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	31600207	
31501042	"Data\role\mon-boss\special-08\actor.kfm"	1.500000	""	1.000000	1.000000	57	0	2	"急冻冰剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	31600208	
31501043	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	55	0	2	"神谕琴仙"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	31600209	
31501044	"Data\player\1kunlun\male\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	57	0	2	"神谕琴仙"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	31600209	
31501045	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	64	0	2	"神谕琴仙"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	31600209	
31501046	"Data\player\1kunlun\male\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	58	0	2	"噬灵魔琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	31600210	
31501047	"Data\role\mon-boss\special-04\actor.kfm"	1.500000	""	1.000000	1.000000	53	0	2	"幽韵魔琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	31600211	
31501048	"Data\role\mon-boss\special-04\actor.kfm"	1.500000	""	1.000000	1.000000	59	0	2	"幽韵魔琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15010	15010	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	31600211	
31501049	"Data\npc\mon-human\1kunlun\nvyao05\actor.kfm"	1.500000	""	1.000000	1.000000	56	0	2	"撼岳战神"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	31600212	
31501050	"Data\npc\mon-human\1kunlun\nvyao05\actor.kfm"	1.500000	""	1.000000	1.000000	62	0	2	"撼岳战神"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	31600212	
31501051	"Data\player\2xuanyuan\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	54	0	2	"破军战神"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	31600213	
31501052	"Data\role\mon-boss\ghost-04\actor.kfm"	1.500000	""	1.000000	1.000000	59	0	2	"灭杀武魂"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600214	
31501053	"Data\role\mon-boss\ghost-04\actor.kfm"	1.500000	""	1.000000	1.000000	65	0	2	"灭杀武魂"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600214	
31501054	"Data\player\2xuanyuan\female\Actor\Actor.kfm"	1.100000	""	1.000000	1.000000	60	0	2	"突破魂武"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	31600215	
31501055	"Data\player\2xuanyuan\male\Actor\Actor.kfm"	1.100000	""	1.000000	1.000000	51	0	2	"突破魂武"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15010	15010	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207022	0	0	0	31600215	
31501100	"Data\role\mon-boss\robber-02\actor.kfm"	1.500000	""	1.000000	1.000000	66	0	2	"真武战士"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600200	
31501101	"Data\npc\mon-human\1kunlun\yaojing02\actor05.kfm"	1.250000	""	1.000000	1.000000	61	0	2	"诛心魔琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207022	0	0	0	31600109	
31501102	"Data\npc\mon-human\3jiuli\youling03\actor.kfm"	1.500000	""	1.000000	1.000000	67	0	2	"赤阳剑宗"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	31600205	
31501103	"Data\npc\mon-human\3jiuli\mojiang\actor.kfm"	1.250000	""	1.000000	1.000000	62	0	2	"斩杀武尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	31600123	
31501104	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	68	0	2	"噬灵魔琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	31600210	
31501105	"Data\npc\mon-human\2xuanyuan\jiangjun\actor.kfm"	1.250000	""	1.000000	1.000000	63	0	2	"残像天神"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5002	207024	0	0	0	0	
31501106	"Data\role\mon-boss\ghost-04\actor.kfm"	1.500000	""	1.000000	1.000000	69	0	2	"灭杀武魂"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600214	
31501107	"Data\npc\mon-human\2xuanyuan\huoyuansu02\actor03.kfm"	1.250000	""	1.000000	1.000000	64	0	2	"冰霜剑宗"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	31600120	
31501108	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	60	0	2	"噬灵魔琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	31600210	
31501109	"Data\role\mon-boss\special-05\actor.kfm"	1.250000	""	1.000000	1.000000	60	0	2	"天籁仙姬"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	31600111	
31501110	"Data\player\2xuanyuan\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	68	0	2	"怒吼天尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	31600203	
31501111	"Data\player\1kunlun\male\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	63	0	2	"飘雪寒剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	31600118	
31501112	"Data\npc\mon-human\2xuanyuan\huoyuansu02\actor01.kfm"	1.500000	""	1.000000	1.000000	69	0	2	"毁灭魔剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	31600206	
31501113	"Data\npc\mon-human\2xuanyuan\jiangjun\actor.kfm"	1.250000	""	1.000000	1.000000	64	0	2	"灵气武士"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5004	207024	0	0	0	0	
31501114	"Data\role\mon-boss\special-04\actor.kfm"	1.500000	""	1.000000	1.000000	70	0	2	"幽韵魔琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	31600211	
31501115	"Data\npc\mon-human\3jiuli\kulou03\actor.kfm"	1.250000	""	1.000000	1.000000	65	0	2	"不语神使"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5001	207051	0	0	0	0	
31501116	"Data\npc\mon-human\1kunlun\nvyao05\actor.kfm"	1.500000	""	1.000000	1.000000	71	0	2	"撼岳战神"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	31600212	
31501117	"Data\npc\mon-human\2xuanyuan\jiangjun\actor.kfm"	1.250000	""	1.000000	1.000000	66	0	2	"神兵狂刀"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207024	0	0	0	31600101	
31501118	"Data\player\2xuanyuan\male\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	62	0	2	"怒吼天尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207022	0	0	0	31600203	
31501119	"Data\npc\mon-human\3jiuli\kulou03\actor.kfm"	1.250000	""	1.000000	1.000000	62	0	2	"不语神使"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5001	207051	0	0	0	0	
31501120	"Data\player\2xuanyuan\female\Actor\Actor.kfm"	1.300000	""	1.000000	1.000000	71	0	2	"屠龙武士"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	31600201	
31501121	"Data\npc\mon-human\1kunlun\tianjiang\actor.kfm"	1.250000	""	1.000000	1.000000	66	0	2	"冰封寒剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	0	0	31600122	
31501122	"Data\role\mon-boss\special-26\actor.kfm"	1.500000	""	1.000000	1.000000	72	0	2	"破阵神剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	31600207	
31501123	"Data\role\mon-boss\general-04\actor.kfm"	1.250000	""	1.000000	1.000000	67	0	2	"刺武尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	31600125	
31501124	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	73	0	2	"神谕琴仙"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	31600209	
31501125	"Data\role\mon-boss\special-12\actor.kfm"	1.250000	""	1.000000	1.000000	68	0	2	"庇护神琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	31600112	
31501126	"Data\player\2xuanyuan\female\Actor\Actor.kfm"	1.100000	""	1.000000	1.000000	74	0	2	"突破魂武"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	31600215	
31501127	"Data\npc\mon-human\2xuanyuan\taoyong04\actor.kfm"	1.250000	""	1.000000	1.000000	69	0	2	"冰霜使者"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5001	207051	0	0	0	0	
31501128	"Data\player\2xuanyuan\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	75	0	2	"怒吼天尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	31600203	
31501129	"Data\role\mon-boss\special-12\actor.kfm"	1.250000	""	1.000000	1.000000	70	0	2	"庇护神琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	31600112	
31501130	"Data\role\mon-boss\special-08\actor.kfm"	1.500000	""	1.000000	1.000000	76	0	2	"急冻冰剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	31600208	
31501131	"Data\npc\mon-human\3jiuli\mojiang\actor.kfm"	1.250000	""	1.000000	1.000000	71	0	2	"斩杀武尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	31600123	
31501132	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	77	0	2	"神谕琴仙"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	31600209	
31501133	"Data\npc\mon-human\1kunlun\yaojing02\actor05.kfm"	1.250000	""	1.000000	1.000000	72	0	2	"诛心魔琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207022	0	0	0	31600109	
31501134	"Data\role\mon-boss\ghost-04\actor.kfm"	1.500000	""	1.000000	1.000000	78	0	2	"灭杀武魂"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600214	
31501135	"Data\npc\mon-human\3jiuli\langren02\actor03.kfm"	1.250000	""	1.000000	1.000000	73	0	2	"蛮力勇者"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5004	207051	0	0	0	0	
