类型ID	有效标志位	名称	部位	颜色	门派职业限制	等级限制	表现类型ID	性别限制	有效期限	允许续费	时间限制ID	允许超时	地点限制ID	允许离开	携带数量上限ID	可否存入仓库	使用次数限制ID	变身模板限制ID	可否修复	最大耐久	耐久扣减速度	鉴定方式	鉴定品质系数	绑定方式	出售设置	丢弃设置	金币价格	声望价格	家族价格	荣誉价格	师德价格	强化规则ID	打孔镶嵌摘除规则ID	铭刻规则ID	附魔规则ID	回炉规则ID	分解规则ID	白色属性池ID	白色属性等级	蓝色属性池ID	蓝色属性数下限	蓝色属性数上限	蓝色属性等级	技能激活池ID	所属套装ID	模型路径	模型类别	图标前景ID	图标背景ID	掉落图标ID	装备特效规则ID	描述文本	攻击间隔	掉落特效ID	碎片ID	碎片数量
23005022	0	封神[闪避]	2	2	30	51	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	2950	10000	100	100	100	22100022	0	2	11	23005022	10011	1023002	47	2023012	2	2	23	0	0	0	0	2023002	9000005	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305202	2
33005022	0	仙影披风[命中]	3	2	30	66	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	2100	10000	100	100	100	32100022	0	2	11	33005022	10011	1033002	47	2033012	2	2	23	0	0	0	0	2033002	9000005	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305203	2
113005022	0	水清浅[法防]	11	2	30	51	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	2250	10000	100	100	100	112100022	0	2	11	113005022	10011	1113002	16	2113012	2	2	8	0	0	0	0	2113002	9000005	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305211	2
23005032	0	封神[闪避]	2	3	30	51	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	11800	10000	100	100	100	22100032	0	2	11	23005032	10011	1023002	64	2023012	2	2	25	0	0	0	0	2023002	9000005	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405202	5
33005032	0	仙影披风[命中]	3	3	30	66	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	8400	10000	100	100	100	32100032	0	2	11	33005032	10011	1033002	64	2033012	2	2	25	0	0	0	0	2033002	9000005	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405203	5
113005032	0	水清浅[法防]	11	3	30	51	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	9000	10000	100	100	100	112100032	0	2	11	113005032	10011	1113002	21	2113012	2	2	8	0	0	0	0	2113002	9000005	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405211	5
23005042	0	封神[闪避]	2	4	30	51	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	35400	10000	100	100	100	22100042	0	2	11	23005042	10011	1023002	85	2023012	2	2	29	0	0	0	0	2023002	9000005	7021000	0	""	-1	0	0	0
33005042	0	仙影披风[命中]	3	4	30	66	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	25200	10000	100	100	100	32100042	0	2	11	33005042	10011	1033002	85	2033012	2	2	29	0	0	0	0	2033002	9000005	7031000	0	""	-1	0	0	0
113005042	0	水清浅[法防]	11	4	30	51	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	27000	10000	100	100	100	112100042	0	2	11	113005042	10011	1113002	29	2113012	2	2	10	0	0	0	0	2113002	9000005	7111000	0	""	-1	0	0	0
23005003	0	封神[致命]	2	0	30	55	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	295	10000	100	100	100	0	0	1	10	23005003	10011	1023003	26	2023003	0	0	0	0	0	0	0	2023002	9000005	7021000	0	""	-1	0	0	0
33005003	0	仙影披风[闪避]	3	0	30	52	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	210	10000	100	100	100	0	0	1	10	33005003	10011	1033003	26	2033003	0	0	0	0	0	0	0	2033002	9000005	7031000	0	""	-1	0	0	0
113005003	0	水清浅[命中]	11	0	30	70	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	225	10000	100	100	100	0	0	1	10	113005003	10011	1113003	26	2113003	0	0	0	0	0	0	0	2113002	9000005	7111000	0	""	-1	0	0	0
23005013	0	封神[致命]	2	1	30	55	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	590	10000	100	100	100	22100013	0	2	11	23005013	10011	1023003	36	2023003	1	1	21	0	0	0	0	2023002	9000005	7021000	0	""	-1	0	0	0
33005013	0	仙影披风[闪避]	3	1	30	52	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	420	10000	100	100	100	32100013	0	2	11	33005013	10011	1033003	36	2033003	1	1	21	0	0	0	0	2033002	9000005	7031000	0	""	-1	0	0	0
113005013	0	水清浅[命中]	11	1	30	70	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	450	10000	100	100	100	112100013	0	2	11	113005013	10011	1113003	36	2113003	1	1	21	0	0	0	0	2113002	9000005	7111000	0	""	-1	0	0	0
23005023	0	封神[致命]	2	2	30	55	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	2950	10000	100	100	100	22100023	0	2	11	23005023	10011	1023003	47	2023013	2	2	23	0	0	0	0	2023002	9000005	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305302	2
33005023	0	仙影披风[闪避]	3	2	30	52	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	2100	10000	100	100	100	32100023	0	2	11	33005023	10011	1033003	47	2033013	2	2	23	0	0	0	0	2033002	9000005	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305303	2
113005023	0	水清浅[命中]	11	2	30	70	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	2250	10000	100	100	100	112100023	0	2	11	113005023	10011	1113003	47	2113013	2	2	23	0	0	0	0	2113002	9000005	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305311	2
23005033	0	封神[致命]	2	3	30	55	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	11800	10000	100	100	100	22100033	0	2	11	23005033	10011	1023003	64	2023013	2	2	25	0	0	0	0	2023002	9000005	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405302	5
33005033	0	仙影披风[闪避]	3	3	30	52	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	8400	10000	100	100	100	32100033	0	2	11	33005033	10011	1033003	64	2033013	2	2	25	0	0	0	0	2033002	9000005	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405303	5
113005033	0	水清浅[命中]	11	3	30	70	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	9000	10000	100	100	100	112100033	0	2	11	113005033	10011	1113003	64	2113013	2	2	25	0	0	0	0	2113002	9000005	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405311	5
23005043	0	封神[致命]	2	4	30	55	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	35400	10000	100	100	100	22100043	0	2	11	23005043	10011	1023003	85	2023013	2	2	29	0	0	0	0	2023002	9000005	7021000	0	""	-1	0	0	0
33005043	0	仙影披风[闪避]	3	4	30	52	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	25200	10000	100	100	100	32100043	0	2	11	33005043	10011	1033003	85	2033013	2	2	29	0	0	0	0	2033002	9000005	7031000	0	""	-1	0	0	0
113005043	0	水清浅[命中]	11	4	30	70	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	27000	10000	100	100	100	112100043	0	2	11	113005043	10011	1113003	85	2113013	2	2	29	0	0	0	0	2113002	9000005	7111000	0	""	-1	0	0	0
23005004	0	封神[韧性]	2	0	30	55	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	295	10000	100	100	100	0	0	1	10	23005004	10011	1023004	26	2023004	0	0	0	0	0	0	0	2023002	9000005	7021000	0	""	-1	0	0	0
33005004	0	仙影披风[韧性]	3	0	30	70	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	210	10000	100	100	100	0	0	1	10	33005004	10011	1033004	26	2033004	0	0	0	0	0	0	0	2033002	9000005	7031000	0	""	-1	0	0	0
113005004	0	水清浅[闪避]	11	0	30	70	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	225	10000	100	100	100	0	0	1	10	113005004	10011	1113004	26	2113004	0	0	0	0	0	0	0	2113002	9000005	7111000	0	""	-1	0	0	0
23005014	0	封神[韧性]	2	1	30	55	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	590	10000	100	100	100	22100014	0	2	11	23005014	10011	1023004	36	2023004	1	1	21	0	0	0	0	2023002	9000005	7021000	0	""	-1	0	0	0
33005014	0	仙影披风[韧性]	3	1	30	70	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	420	10000	100	100	100	32100014	0	2	11	33005014	10011	1033004	36	2033004	1	1	21	0	0	0	0	2033002	9000005	7031000	0	""	-1	0	0	0
113005014	0	水清浅[闪避]	11	1	30	70	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	450	10000	100	100	100	112100014	0	2	11	113005014	10011	1113004	36	2113004	1	1	21	0	0	0	0	2113002	9000005	7111000	0	""	-1	0	0	0
23005024	0	封神[韧性]	2	2	30	55	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	2950	10000	100	100	100	22100024	0	2	11	23005024	10011	1023004	47	2023014	2	2	23	0	0	0	0	2023002	9000005	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305402	2
33005024	0	仙影披风[韧性]	3	2	30	70	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	2100	10000	100	100	100	32100024	0	2	11	33005024	10011	1033004	47	2033014	2	2	23	0	0	0	0	2033002	9000005	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305403	2
113005024	0	水清浅[闪避]	11	2	30	70	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	2250	10000	100	100	100	112100024	0	2	11	113005024	10011	1113004	47	2113014	2	2	23	0	0	0	0	2113002	9000005	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305411	2
23005034	0	封神[韧性]	2	3	30	55	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	11800	10000	100	100	100	22100034	0	2	11	23005034	10011	1023004	64	2023014	2	2	25	0	0	0	0	2023002	9000005	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405402	5
33005034	0	仙影披风[韧性]	3	3	30	70	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	8400	10000	100	100	100	32100034	0	2	11	33005034	10011	1033004	64	2033014	2	2	25	0	0	0	0	2033002	9000005	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405403	5
113005034	0	水清浅[闪避]	11	3	30	70	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	9000	10000	100	100	100	112100034	0	2	11	113005034	10011	1113004	64	2113014	2	2	25	0	0	0	0	2113002	9000005	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405411	5
23005044	0	封神[韧性]	2	4	30	55	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	35400	10000	100	100	100	22100044	0	2	11	23005044	10011	1023004	85	2023014	2	2	29	0	0	0	0	2023002	9000005	7021000	0	""	-1	0	0	0
33005044	0	仙影披风[韧性]	3	4	30	70	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	25200	10000	100	100	100	32100044	0	2	11	33005044	10011	1033004	85	2033014	2	2	29	0	0	0	0	2033002	9000005	7031000	0	""	-1	0	0	0
113005044	0	水清浅[闪避]	11	4	30	70	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	27000	10000	100	100	100	112100044	0	2	11	113005044	10011	1113004	85	2113014	2	2	29	0	0	0	0	2113002	9000005	7111000	0	""	-1	0	0	0
23005005	0	封神[生命]	2	0	30	55	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	295	10000	100	100	100	0	0	1	10	23005005	10011	1023005	9	2023005	0	0	0	0	0	0	0	2023002	9000005	7021000	0	""	-1	0	0	0
33005005	0	仙影披风[生命]	3	0	30	68	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	210	10000	100	100	100	0	0	1	10	33005005	10011	1033005	9	2033005	0	0	0	0	0	0	0	2033002	9000005	7031000	0	""	-1	0	0	0
113005005	0	水清浅[致命]	11	0	30	69	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	225	10000	100	100	100	0	0	1	10	113005005	10011	1113005	26	2113005	0	0	0	0	0	0	0	2113002	9000005	7111000	0	""	-1	0	0	0
23005015	0	封神[生命]	2	1	30	55	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	590	10000	100	100	100	22100015	0	2	11	23005015	10011	1023005	12	2023005	1	1	7	0	0	0	0	2023002	9000005	7021000	0	""	-1	0	0	0
33005015	0	仙影披风[生命]	3	1	30	68	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	420	10000	100	100	100	32100015	0	2	11	33005015	10011	1033005	12	2033005	1	1	7	0	0	0	0	2033002	9000005	7031000	0	""	-1	0	0	0
113005015	0	水清浅[致命]	11	1	30	69	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	450	10000	100	100	100	112100015	0	2	11	113005015	10011	1113005	36	2113005	1	1	21	0	0	0	0	2113002	9000005	7111000	0	""	-1	0	0	0
23005025	0	封神[生命]	2	2	30	55	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	2950	10000	100	100	100	22100025	0	2	11	23005025	10011	1023005	16	2023015	2	2	8	0	0	0	0	2023002	9000005	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305502	2
33005025	0	仙影披风[生命]	3	2	30	68	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	2100	10000	100	100	100	32100025	0	2	11	33005025	10011	1033005	16	2033015	2	2	8	0	0	0	0	2033002	9000005	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305503	2
113005025	0	水清浅[致命]	11	2	30	69	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	2250	10000	100	100	100	112100025	0	2	11	113005025	10011	1113005	47	2113015	2	2	23	0	0	0	0	2113002	9000005	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400305511	2
23005035	0	封神[生命]	2	3	30	55	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	11800	10000	100	100	100	22100035	0	2	11	23005035	10011	1023005	21	2023015	2	2	8	0	0	0	0	2023002	9000005	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405502	5
33005035	0	仙影披风[生命]	3	3	30	68	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	8400	10000	100	100	100	32100035	0	2	11	33005035	10011	1033005	21	2033015	2	2	8	0	0	0	0	2033002	9000005	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405503	5
113005035	0	水清浅[致命]	11	3	30	69	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	9000	10000	100	100	100	112100035	0	2	11	113005035	10011	1113005	64	2113015	2	2	25	0	0	0	0	2113002	9000005	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400405511	5
23005045	0	封神[生命]	2	4	30	55	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	35400	10000	100	100	100	22100045	0	2	11	23005045	10011	1023005	29	2023015	2	2	10	0	0	0	0	2023002	9000005	7021000	0	""	-1	0	0	0
33005045	0	仙影披风[生命]	3	4	30	68	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	25200	10000	100	100	100	32100045	0	2	11	33005045	10011	1033005	29	2033015	2	2	10	0	0	0	0	2033002	9000005	7031000	0	""	-1	0	0	0
113005045	0	水清浅[致命]	11	4	30	69	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	27000	10000	100	100	100	112100045	0	2	11	113005045	10011	1113005	85	2113015	2	2	29	0	0	0	0	2113002	9000005	7111000	0	""	-1	0	0	0
																																																								
1107000	1	银汉光	0	0	11	70	11	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	600	10000	100	100	100	0	0	1	10	1107000	10	1001000	34	2001000	0	0	0	0	0	Data/player/9weapon/070sword.nif	0	2001103	9000001	7001100	11070	""	350	0	0	0
1207000	1	天河叹	0	0	12	70	12	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	600	10000	100	100	100	0	0	1	10	1207000	10	1001000	34	2001000	0	0	0	0	0	Data/player/9weapon/070piano.nif	21	2001203	9000001	7001200	12070	""	350	0	0	0
11007000	1	星河冠	1	0	10	83	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	300	10000	100	100	100	0	0	1	10	11007000	10011	1011000	34	2011000	0	0	0	0	0	Data/player/1kunlun/%s/070hair.nif	1	2011003	9000001	7011000	0	""	-1	0	0	0
21007000	1	星连[攻击]	2	0	10	79	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	325	10000	100	100	100	0	0	1	10	21007000	10011	1021000	12	2021000	0	0	0	0	0	0	0	2021003	9000001	7021000	0	""	-1	0	0	0
31007000	1	星光[物防]	3	0	10	75	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	310	10000	100	100	100	0	0	1	10	31007000	10011	1031000	12	2031000	0	0	0	0	0	0	0	2031003	9000001	7031000	0	""	-1	0	0	0
41007000	1	星河护肩	4	0	10	73	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	300	10000	100	100	100	0	0	1	10	41007000	10011	1041000	34	2041000	0	0	0	0	0	Data/player/1kunlun/%s/070sdr.nif	4	2041003	9000001	7041000	0	""	-1	0	0	0
51007000	1	星河裳	5	0	10	80	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	345	10000	100	100	100	0	0	1	10	51007000	10011	1051000	34	2051000	0	0	0	0	0	Data/player/1kunlun/%s/070body.nif	5	2051003	9000001	7051000	510070	""	-1	0	0	0
61007000	1	星河带	6	0	10	80	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	300	10000	100	100	100	0	0	1	10	61007000	10011	1061000	34	2061000	0	0	0	0	0	0	0	2061003	9000001	7061000	0	""	-1	0	0	0
71007000	1	星河裤	7	0	10	87	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	350	10000	100	100	100	0	0	1	10	71007000	10011	1071000	34	2071000	0	0	0	0	0	0	0	2071003	9000001	7071000	0	""	-1	0	0	0
81007000	1	星河鞋	8	0	10	79	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	300	10000	100	100	100	0	0	1	10	81007000	10011	1081000	34	2081000	0	0	0	0	0	0	0	2081003	9000001	7081000	0	""	-1	0	0	0
91007000	0	星河护腕	9	0	10	90	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	300	10000	100	100	100	0	0	1	10	91007000	10011	1091000	34	2091000	0	0	0	0	0	0	0	2091003	9000001	7091000	0	""	-1	0	0	0
101007000	1	星河手套	10	0	10	90	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	300	10000	100	100	100	0	0	1	10	101007000	10011	1101000	34	2101000	0	0	0	0	0	0	0	2101003	9000001	7101000	0	""	-1	0	0	0
111007000	1	幻星[攻击]	11	0	10	79	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	325	10000	100	100	100	0	0	1	10	111007000	10011	1111000	12	2111000	0	0	0	0	0	0	0	2111003	9000001	7111000	0	""	-1	0	0	0
1107010	1	引星落	0	1	11	70	11	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	1200	10000	100	100	100	1100010	0	2	11	1107010	10	1001000	39	2001000	1	1	23	0	0	Data/player/9weapon/070sword.nif	0	2001103	9000001	7001100	11070	""	350	0	0	0
1207010	1	凌星弦	0	1	12	70	12	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	1200	10000	100	100	100	1100010	0	2	11	1207010	10	1001000	39	2001000	1	1	23	0	0	Data/player/9weapon/070piano.nif	21	2001203	9000001	7001200	12070	""	350	0	0	0
11007010	1	摘星冠	1	1	10	83	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	600	10000	100	100	100	11100010	0	2	11	11007010	10011	1011000	39	2011000	1	1	17	0	0	Data/player/1kunlun/%s/070hair.nif	1	2011003	9000001	7011000	0	""	-1	0	0	0
21007010	1	九暮[攻击]	2	1	10	79	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	650	10000	100	100	100	21100010	0	2	11	21007010	10011	1021000	15	2021000	1	1	11	0	0	0	0	2021003	9000001	7021000	0	""	-1	0	0	0
31007010	1	追星[物防]	3	1	10	75	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	620	10000	100	100	100	31100010	0	2	11	31007010	10011	1031000	15	2031000	1	1	11	0	0	0	0	2031003	9000001	7031000	0	""	-1	0	0	0
41007010	1	摘星护肩	4	1	10	73	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	600	10000	100	100	100	41100010	0	2	11	41007010	10011	1041000	39	2041000	1	1	17	0	0	Data/player/1kunlun/%s/070sdr.nif	4	2041003	9000001	7041000	0	""	-1	0	0	0
51007010	1	摘星裳	5	1	10	80	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	690	10000	100	100	100	51100010	0	2	11	51007010	10011	1051000	39	2051000	1	1	23	0	0	Data/player/1kunlun/%s/070body.nif	5	2051003	9000001	7051000	510070	""	-1	0	0	0
61007010	1	摘星带	6	1	10	80	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	600	10000	100	100	100	61100010	0	2	11	61007010	10011	1061000	39	2061000	1	1	23	0	0	0	0	2061003	9000001	7061000	0	""	-1	0	0	0
71007010	1	摘星裤	7	1	10	87	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	700	10000	100	100	100	71100010	0	2	11	71007010	10011	1071000	39	2071000	1	1	23	0	0	0	0	2071003	9000001	7071000	0	""	-1	0	0	0
81007010	1	摘星鞋	8	1	10	79	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	600	10000	100	100	100	81100010	0	2	11	81007010	10011	1081000	39	2081000	1	1	17	0	0	0	0	2081003	9000001	7081000	0	""	-1	0	0	0
91007010	0	摘星护腕	9	1	10	90	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	2	1	0	600	10000	100	100	100	91100010	0	2	11	91007010	10011	1091000	39	2091000	1	1	17	0	0	0	0	2091003	9000001	7091000	0	""	-1	0	0	0
101007010	1	摘星手套	10	1	10	90	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	600	10000	100	100	100	101100010	0	2	11	101007010	10011	1101000	39	2101000	1	1	17	0	0	0	0	2101003	9000001	7101000	0	""	-1	0	0	0
111007010	1	星影[攻击]	11	1	10	79	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	650	10000	100	100	100	111100010	0	2	11	111007010	10011	1111000	15	2111000	1	1	11	0	0	0	0	2111003	9000001	7111000	0	""	-1	0	0	0
1107020	1	流星祭	0	2	11	70	11	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	6000	10000	100	100	100	1100020	0	2	11	1107020	10	1001000	55	2001010	3	3	27	0	0	Data/player/9weapon/070sword.nif	0	2001103	9000001	7001100	11070	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	350	0	400307000	2
1207020	1	星凤式	0	2	12	70	12	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	6000	10000	100	100	100	1100020	0	2	11	1207020	10	1001000	55	2001010	3	3	27	0	0	Data/player/9weapon/070piano.nif	21	2001203	9000001	7001200	12070	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	350	0	400307000	2
11007020	1	星耀冠	1	2	10	83	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	3000	10000	100	100	100	11100020	0	2	11	11007020	10011	1011000	55	2011010	2	2	17	0	0	Data/player/1kunlun/%s/070hair.nif	1	2011003	9000001	7011000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307001	2
21007020	1	辰星[攻击]	2	2	10	79	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	3250	10000	100	100	100	21100020	0	2	11	21007020	10011	1021000	18	2021010	2	2	13	0	0	0	0	2021003	9000001	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307002	2
31007020	1	星雨[物防]	3	2	10	75	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	3100	10000	100	100	100	31100020	0	2	11	31007020	10011	1031000	18	2031010	2	2	13	0	0	0	0	2031003	9000001	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307003	2
41007020	1	星耀护肩	4	2	10	73	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	3000	10000	100	100	100	41100020	0	2	11	41007020	10011	1041000	55	2041010	2	2	17	0	0	Data/player/1kunlun/%s/070sdr.nif	4	2041003	9000001	7041000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307004	2
51007020	1	星耀裳	5	2	10	80	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	3450	10000	100	100	100	51100020	0	2	11	51007020	10011	1051000	55	2051010	3	3	27	0	0	Data/player/1kunlun/%s/070body.nif	5	2051003	9000001	7051000	510070	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307005	2
